Data from Accelerometer (Altitude):
Reading: 4.17, Time Elapsed: 179
Reading: 4.17, Time Elapsed: 381
Reading: 4.17, Time Elapsed: 591
Reading: 4.17, Time Elapsed: 800
Reading: 4.17, Time Elapsed: 1011
Reading: 4.17, Time Elapsed: 1222
Reading: 4.07, Time Elapsed: 1437
Reading: 4.08, Time Elapsed: 1646
Reading: 4.17, Time Elapsed: 1857
Reading: 4.17, Time Elapsed: 2067
Reading: 4.08, Time Elapsed: 2268
Reading: 4.07, Time Elapsed: 2487
Reading: 4.08, Time Elapsed: 2691
Reading: 4.08, Time Elapsed: 2910
Reading: 4.08, Time Elapsed: 3112
Reading: 4.17, Time Elapsed: 3331
Reading: 4.09, Time Elapsed: 3544
Reading: 4.09, Time Elapsed: 3753
Reading: 4.12, Time Elapsed: 3966
Reading: 4.17, Time Elapsed: 4175
Reading: 4.1, Time Elapsed: 4386
Reading: 4.1, Time Elapsed: 4596
Reading: 4.17, Time Elapsed: 4800
Reading: 4.17, Time Elapsed: 5018
Reading: 4.11, Time Elapsed: 5229
Reading: 4.17, Time Elapsed: 5441
Reading: 4.17, Time Elapsed: 5651
Reading: 4.1, Time Elapsed: 5862
Reading: 4.1, Time Elapsed: 6073
Reading: 4.17, Time Elapsed: 6284
Reading: 4.09, Time Elapsed: 6495
Reading: 4.1, Time Elapsed: 6705
Reading: 4.17, Time Elapsed: 6909
Reading: 4.1, Time Elapsed: 7130
Reading: 4.1, Time Elapsed: 7338
Reading: 4.17, Time Elapsed: 7541
Reading: 4.07, Time Elapsed: 7760
Reading: 4.1, Time Elapsed: 7973
Reading: 4.17, Time Elapsed: 8174
Reading: 4.08, Time Elapsed: 8395
Reading: 4.09, Time Elapsed: 8606
Reading: 4.12, Time Elapsed: 8816
Reading: 4.17, Time Elapsed: 9028
Reading: 4.09, Time Elapsed: 9239
Reading: 4.1, Time Elapsed: 9450
Reading: 4.12, Time Elapsed: 9661
Reading: 4.17, Time Elapsed: 9863
Reading: 4.17, Time Elapsed: 10082
Reading: 4.14, Time Elapsed: 10293
Reading: 4.17, Time Elapsed: 10505
Reading: 4.17, Time Elapsed: 10715
Reading: 4.17, Time Elapsed: 10926
Reading: 4.17, Time Elapsed: 11137
Reading: 4.17, Time Elapsed: 11348
Reading: 4.17, Time Elapsed: 11559
Reading: 4.17, Time Elapsed: 11769
Reading: 4.17, Time Elapsed: 11980
Reading: 4.17, Time Elapsed: 12189
Reading: 4.17, Time Elapsed: 12392
Reading: 4.17, Time Elapsed: 12612
Reading: 4.17, Time Elapsed: 12822
Reading: 4.17, Time Elapsed: 13033
Reading: 4.17, Time Elapsed: 13245
Reading: 4.17, Time Elapsed: 13455

Data from Flex Sensors:
Reading: 853.0, Time Elapsed: 179
Reading: 854.0, Time Elapsed: 381
Reading: 853.0, Time Elapsed: 591
Reading: 853.0, Time Elapsed: 800
Reading: 853.0, Time Elapsed: 1011
Reading: 854.0, Time Elapsed: 1222
Reading: 833.0, Time Elapsed: 1437
Reading: 834.0, Time Elapsed: 1646
Reading: 853.0, Time Elapsed: 1857
Reading: 853.0, Time Elapsed: 2067
Reading: 834.0, Time Elapsed: 2268
Reading: 832.0, Time Elapsed: 2487
Reading: 834.0, Time Elapsed: 2691
Reading: 834.0, Time Elapsed: 2910
Reading: 834.0, Time Elapsed: 3112
Reading: 854.0, Time Elapsed: 3331
Reading: 836.0, Time Elapsed: 3544
Reading: 836.0, Time Elapsed: 3753
Reading: 842.0, Time Elapsed: 3966
Reading: 853.0, Time Elapsed: 4175
Reading: 839.0, Time Elapsed: 4386
Reading: 839.0, Time Elapsed: 4596
Reading: 854.0, Time Elapsed: 4800
Reading: 853.0, Time Elapsed: 5018
Reading: 840.0, Time Elapsed: 5229
Reading: 853.0, Time Elapsed: 5441
Reading: 854.0, Time Elapsed: 5651
Reading: 838.0, Time Elapsed: 5862
Reading: 838.0, Time Elapsed: 6073
Reading: 853.0, Time Elapsed: 6284
Reading: 837.0, Time Elapsed: 6495
Reading: 838.0, Time Elapsed: 6705
Reading: 853.0, Time Elapsed: 6909
Reading: 838.0, Time Elapsed: 7130
Reading: 838.0, Time Elapsed: 7338
Reading: 853.0, Time Elapsed: 7541
Reading: 833.0, Time Elapsed: 7760
Reading: 839.0, Time Elapsed: 7973
Reading: 854.0, Time Elapsed: 8174
Reading: 835.0, Time Elapsed: 8395
Reading: 837.0, Time Elapsed: 8606
Reading: 843.0, Time Elapsed: 8816
Reading: 853.0, Time Elapsed: 9028
Reading: 837.0, Time Elapsed: 9239
Reading: 839.0, Time Elapsed: 9450
Reading: 843.0, Time Elapsed: 9661
Reading: 854.0, Time Elapsed: 9863
Reading: 853.0, Time Elapsed: 10082
Reading: 848.0, Time Elapsed: 10293
Reading: 854.0, Time Elapsed: 10505
Reading: 853.0, Time Elapsed: 10715
Reading: 854.0, Time Elapsed: 10926
Reading: 853.0, Time Elapsed: 11137
Reading: 853.0, Time Elapsed: 11348
Reading: 854.0, Time Elapsed: 11559
Reading: 854.0, Time Elapsed: 11769
Reading: 853.0, Time Elapsed: 11980
Reading: 854.0, Time Elapsed: 12189
Reading: 853.0, Time Elapsed: 12392
Reading: 853.0, Time Elapsed: 12612
Reading: 853.0, Time Elapsed: 12822
Reading: 853.0, Time Elapsed: 13033
Reading: 853.0, Time Elapsed: 13245
Reading: 854.0, Time Elapsed: 13455

Data from Force Sensor 0:
Reading: 0.0, Time Elapsed: 179
Reading: 0.0, Time Elapsed: 179
Reading: 0.0, Time Elapsed: 179

Data from Force Sensor 1:
Reading: 0.0, Time Elapsed: 381
Reading: 0.0, Time Elapsed: 381
Reading: 0.0, Time Elapsed: 381

Data from Force Sensor 2:
Reading: 0.0, Time Elapsed: 591
Reading: 0.0, Time Elapsed: 591
Reading: 0.0, Time Elapsed: 591

Data from Force Sensor 3:
Reading: 0.0, Time Elapsed: 800
Reading: 0.0, Time Elapsed: 800
Reading: 0.0, Time Elapsed: 800

Data from Force Sensor 4:
Reading: 0.0, Time Elapsed: 1011
Reading: 0.0, Time Elapsed: 1011
Reading: 0.0, Time Elapsed: 1011

Data from Force Sensor 5:
Reading: 0.0, Time Elapsed: 1222
Reading: 0.0, Time Elapsed: 1222
Reading: 0.0, Time Elapsed: 1222

Data from Force Sensor 6:
Reading: 0.0, Time Elapsed: 1437
Reading: 0.0, Time Elapsed: 1437
Reading: 39.0, Time Elapsed: 1437

Data from Force Sensor 7:
Reading: 0.0, Time Elapsed: 1646
Reading: 0.0, Time Elapsed: 1646
Reading: 37.0, Time Elapsed: 1646

Data from Force Sensor 8:
Reading: 0.0, Time Elapsed: 1857
Reading: 0.0, Time Elapsed: 1857
Reading: 0.0, Time Elapsed: 1857

Data from Force Sensor 9:
Reading: 0.0, Time Elapsed: 2067
Reading: 0.0, Time Elapsed: 2067
Reading: 0.0, Time Elapsed: 2067

Data from Force Sensor 10:
Reading: 0.0, Time Elapsed: 2268
Reading: 0.0, Time Elapsed: 2268
Reading: 35.0, Time Elapsed: 2268

Data from Force Sensor 11:
Reading: 0.0, Time Elapsed: 2487
Reading: 0.0, Time Elapsed: 2487
Reading: 39.0, Time Elapsed: 2487

Data from Force Sensor 12:
Reading: 0.0, Time Elapsed: 2691
Reading: 0.0, Time Elapsed: 2691
Reading: 36.0, Time Elapsed: 2691

